"286285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. KAYON"
"287285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"Firli Abdi"
"289285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. SEKAR WIJAYA"
"290285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. KARTIKA BUANA"
"291285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. DIRKA KARYA PERSADA"
"292285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV.Sasmita"
"293285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. KARIZQA SARANA MANDIRI"
"294285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV.GEOKARYA"
"295285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. ARYA NUREGA"
"298285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. QUIN"
"299285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. ANCO"
"300285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"TRUBUS BARU"
"301285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. SEKAR ALAM"
"303285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"CV. POERWANI KUSUMA JAYA"
"304285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV.BANGUN INDAH"
"305285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. ABROOR MAJU MANDIRI"
"306285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"PT. ARKADIA PRATAMA MULIA"
"308285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. KARTIKA BUANA"
"309285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. MULTI TEKNIK CORPORATION"
"311285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"CV. SURYA PRATAMA"
"313285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"PT. MARNO MITRA MANDIRI"
"314285";"Jasa Konsultansi Badan Usaha";"Pemerintah Kabupaten Bantul";"PT. SINERGI VISI UTAMA"
"316285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"PT. TIRTANUSA multitrada"
"318285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"CV. Harapan Mulia"
"320285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"PT. Bengawan Manunggal"
"321285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"PB PASIFIX"
"323285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"PT. MARNO MITRA MANDIRI"
"324285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV.WENNS TALENTA"
"325285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"CV.KUNCORO"
"326285";"Pengadaan Barang";"Pemerintah Kabupaten Bantul";"PT. EVANUSA MULIA JAYA"
"327285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. SINAR AGUNG"
"328285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"PT. SARANA PERSADA JAYA RAYA"
"329285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. GSAANEMER"
"330285";"Pekerjaan Konstruksi";"Pemerintah Kabupaten Bantul";"CV. MAHAMERU"
